CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,PhoneNumber,CMS Region,Condition,Count,Footnote,Location,GeoLocation
16T067,MERCYONE WATERLOO INPATIENT PHYSICAL REHABILITATIO,3421 WEST NINTH STREET,,WATERLOO,IA,50702,Black Hawk,(319) 272-7929,7,Stroke,38,,"3421 WEST NINTH STREET WATERLOO, IA 50702 (42.463867, -92.345787)","(42.46940091300047, -93.81649055599968)"
34T004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST,,HIGH POINT,NC,27262,Guilford,(336) 878-6442,4,"Hip or knee replacement, amputation or other bone or joint condition",34,,"601 N ELM ST HIGH POINT, NC 27262 (35.962486, -80.012027)","(35.466220975000454, -79.15925046299964)"
19T144,MINDEN MEDICAL CENTER REHAB,1 MEDICAL CENTER,,MINDEN,LA,71055,Webster,(318) 371-3291,6,Nervous system disorder (excluding stroke),less than 11,1,,"(31.31266064400046, -92.44568007099969)"
36T155,SOUTHWEST GENERAL HOSPITAL,18697 BAGLEY RD,"ONE SOUTH, ACUTE REHAB UNIT",MIDDLEBURG HEIGHTS,OH,44130,Cuyahoga,(440) 816-4075,5,Stroke,84,,"18697 BAGLEY RD MIDDLEBURG HEIGHTS, OH 44130 (41.37208, -81.83291)","(40.06021014100048, -82.40426005599966)"
173026,MIDAMERICA REHABILITATION HOSPITAL,5701 W 110TH STREET,,OVERLAND PARK,KS,66211,Johnson,(913) 491-2410,7,Brain disease or condition (non-traumatic),70,,"5701 W 110TH STREET OVERLAND PARK, KS 66211 (38.929517, -94.652157)","(38.34774030000045, -98.20078122699965)"
05T204,PALMDALE REGIONAL MEDICAL CTR,38600 MEDICAL CENTER DR,,PALMDALE,CA,93551,Los Angeles,(661) 382-6101,9,Spinal cord disease or condition (non-traumatic),15,,"38600 MEDICAL CENTER DR PALMDALE, CA 93551 (34.585688, -118.14364)","(37.63864012300047, -120.99999953799971)"
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,5,"Hip or knee replacement, amputation or other bone or joint condition",203,,"355 E ERIE ST CHICAGO, IL 60611 (41.89424, -87.618886)","(40.48501028300046, -88.99771017799969)"
15T012,ST. JOSEPH REGIONAL MEDICAL CENTER,60205 BODNAR BLVD,,MISHAWAKA,IN,46544,St. Joseph,(574) 335-8889,5,"Hip or knee replacement, amputation or other bone or joint condition",24,,"60205 BODNAR BLVD MISHAWAKA, IN 46544 (41.619304, -86.141076)","(39.766910452000445, -86.14996019399968)"
46T009,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,50 NORTH MEDICAL DRIVE,,SALT LAKE CITY,UT,84132,Salt Lake,(801) 581-2337,8,Stroke,143,,"50 NORTH MEDICAL DRIVE SALT LAKE CITY, UT 84132 (40.772019, -111.837022)","(39.360700171000474, -111.58713063499971)"
23T029,ST JOSEPH MERCY - OAKLAND,44405 WOODWARD AVE.,,PONTIAC,MI,48341,Oakland,(248) 858-6311,5,All other conditions,91,,"44405 WOODWARD AVE. PONTIAC, MI 48341 (42.614943, -83.2751)","(44.6613195430005, -84.71439026999968)"
50T051,OVERLAKE HOSPITAL MEDICAL CENTER,REHAB SERVICES,,BELLEVUE,WA,98004,King,(425) 688-5000,10,Spinal cord disease or condition (non-traumatic),Not Available,2,,"(47.52227862900048, -120.47001078999972)"
15T088,BENNETT REHABILITATION CENTER,2015 JACKSON STREET,,ANDERSON,IN,46016,Madison,(765) 608-2661,5,Brain injury (traumatic),less than 11,1,"2015 JACKSON STREET ANDERSON, IN 46016 (40.096257, -85.680467)","(39.766910452000445, -86.14996019399968)"
393055,ST MARY REHABILITATION HOSPITAL,1208 LANGHORNE-NEWTOWN ROAD,,LANGHORNE,PA,19047,Bucks,(267) 688-0711,3,Spinal cord injury (traumatic),Not Available,2,"1208 LANGHORNE-NEWTOWN ROAD LANGHORNE, PA 19047 (40.202689, -74.929657)","(40.79373015200048, -77.86070029399963)"
45T119,EDINBURG REGIONAL MEDICAL CTR,1102 W TRENTON,PO BOX 2000,EDINBURG,TX,78539,Hidalgo,(804) 245-0406,6,Stroke,69,,"1102 W TRENTON EDINBURG, TX 78539 (26.263341, -98.182849)","(31.827240407000488, -99.42677020599967)"
50T012,ASTRIA REGIONAL,110 SOUTH 9TH AVE,,YAKIMA,WA,98902,Yakima,(509) 573-3481,10,Brain disease or condition (non-traumatic),less than 11,1,"110 SOUTH 9TH AVE YAKIMA, WA 98902 (46.597985, -120.521096)","(47.52227862900048, -120.47001078999972)"
45T647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,9TH FLOOR - INPATIENT REHAB,DALLAS,TX,75230,Dallas,(972) 566-6751,6,Brain injury (traumatic),20,,"7777 FOREST LANE DALLAS, TX 75230 (32.909447, -96.772089)","(31.827240407000488, -99.42677020599967)"
673053,CORPUS CHRISTI REHABILITATION HOSPITAL LLC,5726 ESPLANADE DRIVE,,CORPUS CHRISTI,TX,78414,Nueces,(361) 906-3700,6,All other conditions,149,,"5726 ESPLANADE DRIVE CORPUS CHRISTI, TX 78414 (27.687941, -97.378468)","(31.827240407000488, -99.42677020599967)"
153037,SOUTHERN INDIANA REHABILITATION HOSPITAL,3104 BLACKISTON BLVD,,NEW ALBANY,IN,47150,Floyd,(812) 941-6106,5,Nervous system disorder (excluding stroke),18,,"3104 BLACKISTON BLVD NEW ALBANY, IN 47150 (38.335796, -85.794629)","(39.766910452000445, -86.14996019399968)"
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,5,"Hip or knee replacement, amputation or other bone or joint condition",49,,,"(40.48501028300046, -88.99771017799969)"
363034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCIN,151 WEST GALBRAITH ROAD,,CINCINNATI,OH,45216,Hamilton,(513) 418-5600,5,Spinal cord injury (traumatic),12,,"151 WEST GALBRAITH ROAD CINCINNATI, OH 45216 (39.213427, -84.478798)","(40.06021014100048, -82.40426005599966)"
45T508,MEMORIAL HOSPITAL CECIL R. BOMAR REHAB,1204 N. MOUND ST.,,NACOGDOCHES,TX,75961,Nacogdoches,(502) 596-6346,6,Stroke,49,,"1204 N. MOUND ST. NACOGDOCHES, TX 75961 (31.613397, -94.649455)","(31.827240407000488, -99.42677020599967)"
28T040,NEBRASKA METHODIST HEALTH SYSTEM,8511 WEST DODGE ROAD,,OMAHA,NE,68114,Douglas,(402) 354-4405,7,Spinal cord injury (traumatic),less than 11,1,"8511 WEST DODGE ROAD OMAHA, NE 68114 (41.262378, -96.044701)","(41.6410409880005, -99.36572062299967)"
05T782,CASA COLINA HOSP FOR REHAB MEDICINE,255 E BONITA AVE,PO BOX 6001,POMONA,CA,91769,Los Angeles,(909) 596-7733,9,Hip or femur fracture,98,,"255 E BONITA AVE POMONA, CA 91769 (34.096242, -117.746861)","(37.63864012300047, -120.99999953799971)"
45T015,PARKLAND HEALTH HOSPITAL SYS,5200 HARRY HINES BLVD,,DALLAS,TX,75235,Dallas,(469) 419-2024,6,Hip or femur fracture,less than 11,1,"5200 HARRY HINES BLVD DALLAS, TX 75235 (32.811798, -96.836981)","(31.827240407000488, -99.42677020599967)"
17T020,HUTCHINSON HOSPITAL CORP,1701 E. 23RD AVE.,,HUTCHINSON,KS,67502,Reno,(502) 596-6346,7,Spinal cord disease or condition (non-traumatic),less than 11,1,"1701 E. 23RD AVE. HUTCHINSON, KS 67502 (38.079485, -97.892275)","(38.34774030000045, -98.20078122699965)"
51T048,LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DR,,LOGAN,WV,25601,Logan,(304) 831-1325,3,Nervous system disorder (excluding stroke),less than 11,1,"20 HOSPITAL DR LOGAN, WV 25601 (37.846318, -81.994284)","(38.66551020200046, -80.71264013499967)"
63033,NORTHERN COLORADO REHABILITATION HOSPITAL,4401 UNION ST,,JOHNSTOWN,CO,80534,Weld,(970) 619-3400,8,Stroke,117,,"4401 UNION ST JOHNSTOWN, CO 80534 (40.405436, -104.971293)","(38.843840757000464, -106.13361092099967)"
03T024,ST JOSEPHS HOSP,240 W THOMAS RD,,PHOENIX,AZ,85013,Maricopa,(602) 406-4796,9,Brain disease or condition (non-traumatic),86,,"240 W THOMAS RD PHOENIX, AZ 85013 (33.480285, -112.077272)","(34.865970280000454, -111.76381127699972)"
373033,MERCY REHABILITATION HOSPITAL OKLAHOMA CITY,5401 WEST MEMORIAL ROAD,,OKLAHOMA CITY,OK,73142,Oklahoma,(405) 384-5250,6,Hip or femur fracture,140,,"5401 WEST MEMORIAL ROAD OKLAHOMA CITY, OK 73142 (35.610235, -97.614647)","(35.47203135600046, -97.52107021399968)"
453025,TIRR MEMORIAL HERMANN,1333 MOURSUND AVE,,HOUSTON,TX,77030,Harris,(713) 799-7022,6,Brain injury (traumatic),85,,"1333 MOURSUND AVE HOUSTON, TX 77030 (29.708326, -95.394246)","(31.827240407000488, -99.42677020599967)"
153030,REHABILITATION HOSPITAL OF FORT WAYNE GENERAL PAR,7970 W JEFFERSON BLVD,,FORT WAYNE,IN,46804,Allen,(260) 435-6100,5,Spinal cord disease or condition (non-traumatic),25,,"7970 W JEFFERSON BLVD FORT WAYNE, IN 46804 (41.037154, -85.24621)","(39.766910452000445, -86.14996019399968)"
06T064,PORTER ADVENTIST HOSPITAL,2525 S. DOWNING ST.,,DENVER,CO,80210,Denver,(303) 765-6194,8,Brain injury (traumatic),less than 11,1,"2525 S. DOWNING ST. DENVER, CO 80210 (39.67064, -104.973482)","(38.843840757000464, -106.13361092099967)"
10T022,JACKSON MEMORIAL HOSPITAL,1611 N.W. 12 AVENUE,,MIAMI,FL,33136,Miami-Dade,(305) 585-7292,4,Spinal cord disease or condition (non-traumatic),180,,"1611 N.W. 12 AVENUE MIAMI, FL 33136 (25.790612, -80.214945)","(28.932040377000476, -81.92896053899966)"
24T001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE AVENUE NORTH,3300 OAKDALE AVE N,ROBBINSDALE,MN,55422,Hennepin,(763) 584-3445,5,All other conditions,less than 11,1,"3300 OAKDALE AVENUE NORTH ROBBINSDALE, MN 55422 (45.014214, -93.321172)","(46.35564873600049, -94.79420050299967)"
19T020,LANE REHABILITATION CENTER,4601 MCHUGH ROAD,,ZACHARY,LA,70791,East Baton Rouge,(502) 596-6346,6,All other conditions,27,,"4601 MCHUGH ROAD ZACHARY, LA 70791 (30.646556, -91.139106)","(31.31266064400046, -92.44568007099969)"
36T121,COMMUNITY HOSPITALS OF WILLIAMS COUNTY,433 WEST HIGH STREET,,BRYAN,OH,43506,Williams,(419) 485-3154,5,Nervous system disorder (excluding stroke),Not Available,2,"433 WEST HIGH STREET BRYAN, OH 43506 (41.47461, -84.556824)","(40.06021014100048, -82.40426005599966)"
11T006,REHAB MEDICINE ST. MARYS ATHENS,1230 BAXTER STREET,,ATHENS,GA,30606,Clarke,(502) 596-6346,4,"Hip or knee replacement, amputation or other bone or joint condition",61,,"1230 BAXTER STREET ATHENS, GA 30606 (33.945929, -83.404467)","(32.83968109300048, -83.62758034599966)"
42T101,COASTAL CAROLINA MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,,HARDEEVILLE,SC,29927,Jasper,(843) 784-8066,4,Stroke,Not Available,2,"1000 MEDICAL CENTER DRIVE HARDEEVILLE, SC 29927 (32.314817, -81.055429)","(33.998821303000454, -81.04537120699968)"
24T196,PHILLIPHS EYE INSTITUTE,2215 PARK AVENUE SOUTH,,MINNEAPOLIS,MN,55404,Hennepin,(612) 347-4444,5,Nervous system disorder (excluding stroke),Not Available,2,"2215 PARK AVENUE SOUTH MINNEAPOLIS, MN 55404 (44.960478, -93.265106)","(46.35564873600049, -94.79420050299967)"
33T090,ARNOT OGDEN MEDICAL CENTER,555 SAINT JOSEPHS BLVD,,ELMIRA,NY,14901,Chemung,(607) 733-6541,2,Nervous system disorder (excluding stroke),Not Available,2,"555 SAINT JOSEPHS BLVD ELMIRA, NY 14901 (42.091214, -76.797472)","(42.82700103200045, -75.54397042699964)"
36T121,COMMUNITY HOSPITALS OF WILLIAMS COUNTY,433 WEST HIGH STREET,,BRYAN,OH,43506,Williams,(419) 485-3154,5,Brain injury (traumatic),Not Available,2,"433 WEST HIGH STREET BRYAN, OH 43506 (41.47461, -84.556824)","(40.06021014100048, -82.40426005599966)"
19T004,THIBODAUX REGIONAL MEDICAL CENTER,602 NORTH ACADIA ROAD,,THIBODAUX,LA,70301,Lafourche,(985) 493-4435,6,Hip or femur fracture,49,,"602 NORTH ACADIA ROAD THIBODAUX, LA 70301 (29.780546, -90.806819)","(31.31266064400046, -92.44568007099969)"
15T046,TERRE HAUTE REGIONAL HOSPITAL,3901 SOUTH 7TH STREET,,TERRE HAUTE,IN,47802,Vigo,(812) 230-1547,5,Brain disease or condition (non-traumatic),less than 11,1,"3901 SOUTH 7TH STREET TERRE HAUTE, IN 47802 (39.419624, -87.406837)","(39.766910452000445, -86.14996019399968)"
52T138,AURORA HEALTH CARE METRO INC,2900 W OKLAHOMA AVE,,MILWAUKEE,WI,53215,Sheboygan,(414) 649-5765,5,All other conditions,235,,"2900 W OKLAHOMA AVE MILWAUKEE, WI 53215 (42.988612, -87.949346)","(44.39319117400049, -89.81637074199966)"
523028,UW HEALTH REHABILITATION HOSPITAL,5115 N BILTMORE LN,,MADISON,WI,53718,Dane,(608) 592-8100,5,Stroke,210,,"5115 N BILTMORE LN MADISON, WI 53718 (43.152119, -89.297151)","(44.39319117400049, -89.81637074199966)"
673045,MESQUITE REHABILITATION INSTITUTE,1023 N BELTLINE ROAD,,MESQUITE,TX,75149,Dallas,(972) 216-2400,6,Brain disease or condition (non-traumatic),69,,"1023 N BELTLINE ROAD MESQUITE, TX 75149 (32.777982, -96.597761)","(31.827240407000488, -99.42677020599967)"
05T024,SOUTH BAY REHABILITATION CTR,2400 EAST 4TH STREET,,NATIONAL CITY,CA,91950,San Diego,(619) 472-4705,9,Brain injury (traumatic),less than 11,1,"2400 EAST 4TH STREET NATIONAL CITY, CA 91950 (32.686336, -117.083243)","(37.63864012300047, -120.99999953799971)"
52T075,ST VINCENT HOSPITAL,835 S. VAN BUREN STREET,P.O. BOX 13508,GREEN BAY,WI,54307,Brown,(920) 433-8294,5,All other conditions,66,,"835 S. VAN BUREN STREET GREEN BAY, WI 54307 (44.501039, -88.013175)","(44.39319117400049, -89.81637074199966)"
45T033,VALLEY BAPTIST HEALTH SYSTEM REHAB UNIT,2101 PEASE STREET,,HARLINGEN,TX,78550,Cameron,(956) 389-1550,6,Nervous system disorder (excluding stroke),18,,"2101 PEASE STREET HARLINGEN, TX 78550 (26.173414, -97.670666)","(31.827240407000488, -99.42677020599967)"
05T262,UCLA MED CTR,760 WESTWOOD PLAZA,,LOS ANGELES,CA,90095,Los Angeles,(310) 825-5708,9,Brain disease or condition (non-traumatic),Not Available,2,"760 WESTWOOD PLAZA LOS ANGELES, CA 90095 (34.065806, -118.445237)","(37.63864012300047, -120.99999953799971)"
31T034,RIVERVIEW REHABILITATION CENTER,ONE RIVERVIEW PLAZA,,RED BANK,NJ,7701,Monmouth,(732) 741-2700,2,Stroke,157,,,"(40.13057004800049, -74.27369128799967)"
39T198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH ST,,ERIE,PA,16509,Erie,(814) 868-2462,3,Spinal cord disease or condition (non-traumatic),13,,"5515 PEACH ST ERIE, PA 16509 (42.074141, -80.093735)","(40.79373015200048, -77.86070029399963)"
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,,URBANA,IL,61801,Champaign,(502) 596-6346,5,"Hip or knee replacement, amputation or other bone or joint condition",33,,"1400 WEST PARK ST. URBANA, IL 61801 (40.1174, -88.22713)","(40.48501028300046, -88.99771017799969)"
363032,GREENBRIAR REHABILITATION HOSPITAL,"8064 SOUTH AVENUE, SUITE ONE",,BOARDMAN,OH,44512,Mahoning,(330) 965-6432,5,Hip or femur fracture,Not Available,2,"8064 SOUTH AVENUE, SUITE ONE BOARDMAN, OH 44512 (41.002985, -80.633937)","(40.06021014100048, -82.40426005599966)"
06T027,BOULDER COMMUNITY HOSPITAL,NORTH BROADWAY AND BALSAM,,BOULDER,CO,80301,Boulder,(303) 938-5357,8,Spinal cord injury (traumatic),Not Available,2,,"(38.843840757000464, -106.13361092099967)"
10T087,SARASOTA MEMORIAL HOSPITAL,1700 SOUTH TAMIAMI TRAIL,,SARASOTA,FL,34239,Sarasota,(941) 917-9000,4,"Hip or knee replacement, amputation or other bone or joint condition",200,,"1700 SOUTH TAMIAMI TRAIL SARASOTA, FL 34239 (27.318268, -82.529687)","(28.932040377000476, -81.92896053899966)"
19T004,THIBODAUX REGIONAL MEDICAL CENTER,602 NORTH ACADIA ROAD,,THIBODAUX,LA,70301,Lafourche,(985) 493-4435,6,Spinal cord disease or condition (non-traumatic),less than 11,1,"602 NORTH ACADIA ROAD THIBODAUX, LA 70301 (29.780546, -90.806819)","(31.31266064400046, -92.44568007099969)"
33T014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVE AND VAN WYCK,,JAMAICA,NY,11418,Queens,(718) 206-6000,2,Hip or femur fracture,less than 11,1,"89TH AVE AND VAN WYCK JAMAICA, NY 11418 (40.701412, -73.816302)","(42.82700103200045, -75.54397042699964)"
50T014,PROVIDENCE EVERETT MEDICAL CENTER,916 PACIFIC AVENUE,,EVERETT,WA,98206,Snohomish,(502) 596-6346,10,Hip or femur fracture,less than 11,1,"916 PACIFIC AVENUE EVERETT, WA 98206 (47.976453, -122.217171)","(47.52227862900048, -120.47001078999972)"
26T138,ST LUKES HOSPITAL KANSAS CITY,4401 WORNALL RD,,KANSAS CITY,MO,64111,Jackson,(816) 932-2428,7,"Hip or knee replacement, amputation or other bone or joint condition",16,,"4401 WORNALL RD KANSAS CITY, MO 64111 (39.046134, -94.59015)","(38.635790776000476, -92.56630005299968)"
44T050,TAKOMA REGIONAL HOSPITAL,401 TAKOMA AVENUE,,GREENEVILLE,TN,37743,Greene,(423) 636-0444,4,All other conditions,18,,"401 TAKOMA AVENUE GREENEVILLE, TN 37743 (36.152114, -82.844926)","(35.68094058000048, -85.77449091399967)"
263031,SSM HEALTH REHABILITATION HOSPITAL,1027 BELLEVUE AVENUE,,RICHMOND HEIGHTS,MO,63117,St. Louis,(314) 768-5202,7,Nervous system disorder (excluding stroke),120,,"1027 BELLEVUE AVENUE RICHMOND HEIGHTS, MO 63117 (38.633313, -90.311991)","(38.635790776000476, -92.56630005299968)"
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Spinal cord injury (traumatic),Not Available,2,"1000 BLYTHE BLVD CHARLOTTE, NC 28203 (35.204983, -80.839845)","(35.466220975000454, -79.15925046299964)"
39T016,JAMESON HOSPITAL,1211 WILMINGTON RD,,NEW CASTLE,PA,16105,Lawrence,(724) 462-5516,3,Hip or femur fracture,20,,"1211 WILMINGTON RD NEW CASTLE, PA 16105 (41.013452, -80.351116)","(40.79373015200048, -77.86070029399963)"
36T086,COMMUNITY OF SPRINGFIELD,ARU-1 EAST,100 MEDICAL CENTER DR,SPRINGFIELD,OH,45505,Clark,(502) 596-6346,5,All other conditions,123,,,"(40.06021014100048, -82.40426005599966)"
13025,ENCOMPASS HEALTH LAKESHORE REHABILITATION HOSPITAL,3800 RIDGEWAY DRIVE,,BIRMINGHAM,AL,35209,Jefferson,(205) 868-2000,4,Spinal cord injury (traumatic),less than 11,1,"3800 RIDGEWAY DRIVE BIRMINGHAM, AL 35209 (33.468684, -86.785244)","(32.84057112200048, -86.63186076199969)"
103027,ST ANTHONY'S REHABILITATION HOSPITAL,3487 NW 30TH ST,,LAUDERDALE LAKES,FL,33311,Broward,(954) 739-6233,4,Stroke,95,,"3487 NW 30TH ST LAUDERDALE LAKES, FL 33311 (26.163424, -80.193498)","(28.932040377000476, -81.92896053899966)"
46T010,INTERMOUNTAIN MEDICAL CENTER,5121 SO. COTTONWOOD STREET,,MURRAY,UT,84157,Salt Lake,(801) 856-5832,8,Spinal cord disease or condition (non-traumatic),less than 11,1,"5121 SO. COTTONWOOD STREET MURRAY, UT 84157 (40.659921, -111.893853)","(39.360700171000474, -111.58713063499971)"
393038,MAGEE REHABILITATION HOSPITAL,SIX FRANKLIN PLAZA,,PHILADELPHIA,PA,19102,Philadelphia,(215) 587-3034,3,All other conditions,42,,,"(40.79373015200048, -77.86070029399963)"
673043,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DALLAS,7930 NORTHAVEN ROAD,,DALLAS,TX,75230,Dallas,(214) 706-8200,6,Brain disease or condition (non-traumatic),49,,"7930 NORTHAVEN ROAD DALLAS, TX 75230 (32.9016, -96.770301)","(31.827240407000488, -99.42677020599967)"
44T200,STONES RIVER HOSPITAL,324 DOOLITTLE ROAD,,WOODBURY,TN,37190,Cannon,(615) 563-7296,4,Spinal cord injury (traumatic),Not Available,2,"324 DOOLITTLE ROAD WOODBURY, TN 37190 (35.832865, -86.072943)","(35.68094058000048, -85.77449091399967)"
15T048,REID HOSPITAL AND HEALTH CARE SERVICES,1100 REID PARKWAY,,RICHMOND,IN,47374,Wayne,(765) 983-3060,5,Brain injury (traumatic),less than 11,1,"1100 REID PARKWAY RICHMOND, IN 47374 (39.86303, -84.887765)","(39.766910452000445, -86.14996019399968)"
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,Brain disease or condition (non-traumatic),less than 11,1,"420 N CENTER ST HICKORY, NC 28601 (35.737175, -81.337778)","(35.466220975000454, -79.15925046299964)"
673052,HEALTHSOUTH REHABILITATION HOSPITAL THE VINTAGE,20180 CHASEWOOD PARK DRIVE,,HOUSTON,TX,77070,Harris,(972) 308-8567,6,Stroke,140,,"20180 CHASEWOOD PARK DRIVE HOUSTON, TX 77070 (29.989983, -95.570316)","(31.827240407000488, -99.42677020599967)"
393027,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,320 GUYS RUN ROAD,,PITTSBURGH,PA,15238,Allegheny,(412) 828-1300,3,"Hip or knee replacement, amputation or other bone or joint condition",177,,,"(40.79373015200048, -77.86070029399963)"
44T006,SKYLINE REHAB CENTER,3441 DICKERSON PIKE,,NASHVILLE,TN,37207,Davidson,(615) 769-7867,4,Stroke,175,,"3441 DICKERSON PIKE NASHVILLE, TN 37207 (36.245301, -86.756463)","(35.68094058000048, -85.77449091399967)"
24T010,ST MARYS HOSPITAL,1216 2 ST. SW,200 FIRST STREET SW,ROCHESTER,MN,55902,Olmsted,(507) 538-4168,5,Spinal cord disease or condition (non-traumatic),41,,"1216 2 ST. SW ROCHESTER, MN 55902 (44.021643, -92.481355)","(46.35564873600049, -94.79420050299967)"
36T163,THE CHRIST HOSPITAL REHAB UNIT,2139 AUBURN AVENUE,,CINCINNATI,OH,45219,Hamilton,(513) 585-5000,5,All other conditions,66,,"2139 AUBURN AVENUE CINCINNATI, OH 45219 (39.121167, -84.508502)","(40.06021014100048, -82.40426005599966)"
493034,THE REHABILITATION HOSPITAL OF SOUTHWEST VA,103 NORTH STREET,,BRISTOL,VA,24201,Bristol City,(276) 642-7900,3,Nervous system disorder (excluding stroke),66,,"103 NORTH STREET BRISTOL, VA 24201 (36.596552, -82.216508)","(37.54268067400045, -78.45789046299967)"
23T195,ASCENSION MACOMB-OAKLAND HOSPITAL WARREN CAMPUS,11800 E. 12 MILE,,WARREN,MI,48093,Macomb,(586) 573-5958,5,Spinal cord disease or condition (non-traumatic),less than 11,1,"11800 E. 12 MILE WARREN, MI 48093 (42.507178, -83.003535)","(44.6613195430005, -84.71439026999968)"
33T201,KINGSBROOK REHABILITATION INSTITUTE,585 SCHENECTADY AVE,,BROOKLYN,NY,11203,Kings,(347) 452-4219,2,Hip or femur fracture,less than 11,1,"585 SCHENECTADY AVE BROOKLYN, NY 11203 (40.658929, -73.934072)","(42.82700103200045, -75.54397042699964)"
05T115,PALOMAR MEDICAL CENTER,555 EAST VALLEY PARKWAY,,ESCONDIDO,CA,92025,San Diego,(502) 596-6346,9,Stroke,89,,"555 EAST VALLEY PARKWAY ESCONDIDO, CA 92025 (33.125937, -117.076186)","(37.63864012300047, -120.99999953799971)"
15T008,THE REHABILITATION CENTER AT ST. CATHERINE HOSPITA,4321 FIR STREET,,EAST CHICAGO,IN,46312,Lake,(502) 596-6346,5,Hip or femur fracture,less than 11,1,"4321 FIR STREET EAST CHICAGO, IN 46312 (41.634064, -87.448542)","(39.766910452000445, -86.14996019399968)"
05T438,HUNTINGTON HOSPITAL,100 W. CALIFORNIA BLVD,,PASADENA,CA,91105,Los Angeles,(626) 397-2618,9,All other conditions,less than 11,1,"100 W. CALIFORNIA BLVD PASADENA, CA 91105 (34.135761, -118.151803)","(37.63864012300047, -120.99999953799971)"
33T102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVE,,KENMORE,NY,14217,Erie,(716) 510-9029,2,All other conditions,77,,"2950 ELMWOOD AVE KENMORE, NY 14217 (42.9779, -78.878678)","(42.82700103200045, -75.54397042699964)"
52T096,WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS,3801 SPRING STREET,,RACINE,WI,53405,Racine,(262) 687-5205,5,Stroke,86,,"3801 SPRING STREET RACINE, WI 53405 (42.733346, -87.825173)","(44.39319117400049, -89.81637074199966)"
43031,CHI ST VINCENT SHERWOOD REHABILITATION HOSPITAL,2201 WILDWOOD AVENUE,,SHERWOOD,AR,72120,Pulaski,(501) 834-1800,6,All other conditions,289,,"2201 WILDWOOD AVENUE SHERWOOD, AR 72120 (34.81439, -92.208404)","(34.74865012400045, -92.27449074299966)"
